tmp_free,cold_start,agent_memory_avg,function_error,billed_mb_ms,total_network,billed_duration,init_duration,fd_use,tmp_max,used_memory_max,shutdown,agent_memory_max,total_memory,request_id,memory_size,cpu_system_time,insights_duration,version,duration,memory_used,rx_bytes,insight_init_duration,shutdown_reason,tmp_used,tx_bytes,function_name,cpu_user_time,threads_max,fd_max,memory_utilisation,payload
538320896,False,10,,90713472,15906,30813,,21,550461440,2310,0,10,2944,f5a9cf00-c0cd-42a0-a29c-b4e75ff0675b,,1890,30812,RAM2944,,,7983,0,0,12140544,7923,workbench-matmul,48210,10,1024,78,{'n': 9710}
538320896,False,10,,896,0,7,,21,550461440,105,0,10,128,32cc4e10-6186-4105-9b16-42f686946224,,0,6,RAM128,,,0,0,0,12140544,0,workbench-matmul,0,9,1024,82,{'n': 7410}
538320896,False,10,,23453376,15768,7797,,21,550461440,1421,0,10,3008,4cd9e340-051c-4593-9a43-88a90c18935e,,570,7796,RAM3008,,,7821,0,0,12140544,7947,workbench-matmul,12260,10,1024,47,{'n': 6110}
538320896,False,9,,2101248,384,4104,,21,550461440,106,0,10,512,4d1b185a-5805-4ca4-b29c-d366e46c5154,,0,4103,RAM512,,,264,0,0,12140544,120,workbench-matmul,0,9,1024,20,{'n': 9510}
538320896,False,10,,20143360,15902,15737,,21,550461440,1031,0,10,1280,51a3689c-f2a1-44f8-b43d-fcccb4f0c037,,310,15736,RAM1280,,,7917,0,0,12140544,7985,workbench-matmul,11060,10,1024,80,{'n': 5910}
538320896,False,10,,60347392,17450,33676,,21,550461440,1783,0,10,1792,71c4c60d-7ff5-4304-8f83-72b14842291d,,960,33675,RAM1792,,,7905,0,0,12140544,9545,workbench-matmul,33050,10,1024,99,{'n': 8510}
538320896,False,10,,7520256,23452,3672,,21,550461440,513,0,10,2048,26439ba9-9c9a-4346-87b3-e95d797df21c,,210,3671,RAM2048,,,7779,0,0,12140544,15673,workbench-matmul,3890,10,1024,25,{'n': 4110}
538320896,False,11,,25301760,15698,13178,,21,550461440,1753,0,11,1920,2329694f-776c-465b-a8be-d4cd15d3bf10,,440,13177,RAM1920,,,7755,0,0,12140544,7943,workbench-matmul,13600,10,1024,91,{'n': 6310}
538320896,False,10,,6144,3725,3,,22,550461440,633,0,10,2048,76b5d51e-1540-411c-b062-4ce07d969058,,0,2,RAM2048,,,384,0,0,12140544,3341,workbench-matmul,0,10,1024,30,{'n': 110}
538320896,False,10,,3073920,15438,4803,,21,550461440,640,1,10,640,8d6974cc-bf5e-4b93-a1be-f6c6b3664ca7,,840,4802,RAM640,,,7557,0,failure,12140544,7881,workbench-matmul,580,10,1024,100,{'n': 7410}
538320896,False,10,,9169920,84,5970,,21,550461440,1536,1,10,1536,467d8032-b9af-46e7-803e-fb0cec963e2e,,2280,5969,RAM1536,,,42,0,failure,12140544,42,workbench-matmul,1360,9,1024,100,{'n': 9510}
538320896,False,10,,2818496,8727,937,,21,550461440,542,0,10,3008,b7c5facc-2261-4244-8e41-39527703b5ad,,110,936,RAM3008,,,992,0,0,12140544,7735,workbench-matmul,1380,11,1024,18,{'n': 2910}
538320896,False,10,,144384,15602,188,,22,550461440,438,0,10,768,2ee41e05-4ca6-448d-97de-22e3c30655ea,,10,187,RAM768,,,7779,0,0,12140544,7823,workbench-matmul,60,9,1024,57,{'n': 1010}
538324992,True,9,,11548160,84,9022,,22,550461440,634,0,9,1280,4f5b80f1-6dfe-491c-a3d0-47b78d4053a2,,690,9021,RAM1280,,,42,1312,0,12136448,42,workbench-matmul,5970,10,1024,49,{'n': 4710}
538320896,False,10,,6579584,15292,4673,,21,550461440,1408,1,10,1408,6cdac4ad-1c84-429f-bfa8-4de9f90d4d88,,2170,4672,RAM1408,,,7611,0,failure,12140544,7681,workbench-matmul,1330,9,1024,100,{'n': 9910}
538320896,False,10,,2052096,11335,1336,,21,550461440,283,0,10,1536,0c429923-b43b-44d3-965a-ccb456a3fa70,,70,1335,RAM1536,,,992,0,0,12140544,10343,workbench-matmul,1070,10,1024,18,{'n': 2610}
538320896,False,10,,3077760,288,4809,,21,550461440,332,0,10,640,f7d05594-8ca0-451a-a320-82cdc0edd53f,,80,4808,RAM640,,,156,0,0,12140544,132,workbench-matmul,1610,10,1024,51,{'n': 3010}
538324992,True,9,,33328256,84,20029,,22,550461440,1251,0,9,1664,b79f65e3-cd9d-454b-b351-269ecc5da3ac,,1100,20028,RAM1664,,,42,1096,0,12136448,42,workbench-matmul,16090,10,1024,75,{'n': 7010}
538320896,False,10,,19655424,4112,17062,,22,550461440,902,0,10,1152,82669021-25e4-4d11-a06c-e26a563014d4,,820,17061,RAM1152,,,760,0,0,12140544,3352,workbench-matmul,9200,9,1024,78,{'n': 5810}
538320896,False,10,,2368512,0,9252,,21,550461440,118,0,10,256,05a3625f-fb51-43f7-8361-03c86d4e06e1,,0,9251,RAM256,,,0,0,0,12140544,0,workbench-matmul,10,9,1024,46,{'n': 710}
538320896,False,10,,7842560,300,5570,,21,550461440,579,0,10,1408,eb1ee920-8c00-4689-96b5-bd81a2f5e63e,,250,5569,RAM1408,,,222,0,0,12140544,78,workbench-matmul,4190,10,1024,41,{'n': 4210}
538320896,False,9,,14800128,300,8259,,21,550461440,692,0,9,1792,ec03ee05-7a48-45c0-bcdc-749495c9b93c,,290,8258,RAM1792,,,222,0,0,12140544,78,workbench-matmul,6850,9,1024,38,{'n': 5010}
538324992,True,8,,296960,84,232,,22,550461440,150,0,9,1280,a00ae3f2-629f-4445-9b2e-ee5b53113614,,80,231,RAM1280,,,42,1329,0,12136448,42,workbench-matmul,130,10,1024,11,{'n': 1210}
538320896,False,10,,74221184,15746,34109,,21,550461440,2038,0,10,2176,c5de51a8-22de-4f0f-b0ae-acdda7492d4c,,1250,34108,RAM2176,,,7779,0,0,12140544,7967,workbench-matmul,39530,10,1024,93,{'n': 9110}
538320896,False,10,,1752960,0,1245,,21,550461440,395,0,10,1408,3cf557b9-7a4d-4bd7-a681-42b67a3398e2,,60,1244,RAM1408,,,0,0,0,12140544,0,workbench-matmul,930,10,1024,28,{'n': 2510}
538320896,False,10,,4833920,384,5395,,22,550461440,402,0,10,896,bb41fbac-f173-4aca-9551-b1519b002411,,210,5394,RAM896,,,264,0,0,12140544,120,workbench-matmul,2460,10,1024,44,{'n': 3510}
538320896,False,11,,63316480,15972,24733,,21,550461440,1835,0,11,2560,2e0d10bd-d7ac-4899-b27e-5c7df2892bf0,2560,1140,24732,RAM2560,24733,1835,8049,0,0,12140544,7923,workbench-matmul,34070,10,1024,71,{'n': 8610}
538320896,False,10,,75635712,15918,32828,,21,550461440,2053,0,10,2304,678ea122-365e-4358-be34-bf41df4ca065,,1570,32827,RAM2304,,,7929,0,0,12140544,7989,workbench-matmul,40480,10,1024,89,{'n': 9110}
538320896,False,10,,12341760,880,16070,,22,550461440,679,0,10,768,992cf596-50ab-4c92-aeae-5f17b513eacf,,330,16069,RAM768,,,694,0,0,12140544,186,workbench-matmul,5840,10,1024,88,{'n': 4910}
538320896,False,10,,788480,3720,280,,21,550461440,676,0,10,2816,9ac19264-8d3e-4503-8cb0-beeb4bd02757,,30,279,RAM2816,,,384,0,0,12140544,3336,workbench-matmul,240,10,1024,24,{'n': 1710}
538320896,False,11,,16676352,4119,6204,,22,550461440,799,0,11,2688,be34552c-75f7-404b-9188-1984cf0a38b7,,480,6203,RAM2688,,,760,0,0,12140544,3359,workbench-matmul,8710,10,1024,29,{'n': 5410}
538320896,False,10,,4434944,0,4331,,21,550461440,1024,1,11,1024,864838e7-8210-48c3-a1ed-09ff81342830,,290,4330,RAM1024,,,0,0,failure,12140544,0,workbench-matmul,660,10,1024,100,{'n': 6910}
538320896,False,10,,126720,0,99,,21,550461440,633,0,10,1280,72b67951-61a4-4ff3-831b-933caa6ec72f,,20,98,RAM1280,,,0,0,0,12140544,0,workbench-matmul,70,9,1024,49,{'n': 910}
538324992,True,9,,51966208,84,17276,1201,22,550461440,1563,0,9,3008,18a847ff-d698-4c78-8a41-032ed9df9f09,3008,1680,17275,RAM3008,17276,1563,42,1201,0,12136448,42,workbench-matmul,26520,10,1024,51,{'n': 7910}
538320896,False,10,,264960,3237,115,,21,550461440,694,0,10,2304,fb4c82d1-4479-4497-91bf-689bf6fff63b,,10,114,RAM2304,,,66,0,0,12140544,3171,workbench-matmul,110,10,1024,30,{'n': 1210}
538320896,False,10,,21058560,15694,9140,,22,550461440,958,0,10,2304,e5e5bcab-4323-4f4c-b98f-a7e712da24be,2304,530,9139,RAM2304,9140,958,7803,0,0,12140544,7891,workbench-matmul,9940,10,1024,41,{'n': 6010}
538324992,True,9,,128128,84,143,,22,550461440,132,0,9,896,10c9598c-2641-4f10-9d2a-570443c747e7,,90,142,RAM896,,,42,1267,0,12136448,42,workbench-matmul,50,9,1024,14,{'n': 810}
538320896,False,11,,35908992,15624,13359,,21,550461440,2153,0,11,2688,2dbfce63-d6f4-45e3-9915-2702aaaa70ef,,670,13358,RAM2688,,,7743,0,0,12140544,7881,workbench-matmul,19160,10,1024,80,{'n': 7110}
538320896,False,10,,376960,116634,155,,21,550461440,193,0,10,2432,65aec9e4-d6fa-4a3e-a883-aadffd966d68,,10,154,RAM2432,,,76722,0,0,12140544,39912,workbench-matmul,190,10,1024,7,{'n': 1410}
538320896,False,10,,4594688,0,5128,,21,550461440,896,1,10,896,18055f79-b214-4520-8a34-6601ef7cbebd,,310,5127,RAM896,,,0,0,failure,12140544,0,workbench-matmul,810,9,1024,100,{'n': 9410}
538320896,False,10,,31580288,15672,14513,,21,550461440,1455,0,10,2176,c66f0f0d-186a-4212-b9f1-f6b4e7ecee34,2176,550,14512,RAM2176,14513,1455,7767,0,0,12140544,7905,workbench-matmul,16790,10,1024,66,{'n': 6810}
538320896,False,10,,77703936,15826,26394,,21,550461440,2387,0,10,2944,055ee2be-3615-4bba-9f46-a668a236dc62,,990,26393,RAM2944,,,7875,0,0,12140544,7951,workbench-matmul,25970,11,1024,81,{'n': 8510}
538320896,False,10,,3674112,15502,2392,,21,550461440,1537,1,10,1536,abf39736-893a-480a-83a3-9fcdbfc53f57,,610,2391,RAM1536,,,7611,0,failure,12140544,7891,workbench-matmul,1010,9,1024,100,{'n': 8310}
538320896,False,10,,13065600,300,6805,,21,550461440,623,0,11,1920,1c8082b5-daf7-49ad-8175-9d12acc43efd,,260,6804,RAM1920,,,222,0,0,12140544,78,workbench-matmul,5720,9,1024,32,{'n': 4710}
538320896,False,10,,91392,33670,42,,21,550461440,230,0,10,2176,35437cd0-dda2-4491-aa0f-129026dde3aa,,20,41,RAM2176,,,22615,0,0,12140544,11055,workbench-matmul,40,9,1024,10,{'n': 810}
538320896,False,10,,1284864,934,3346,,22,550461440,243,0,10,384,90dd0ea1-4497-4600-b355-5608f5f1111d,,50,3345,RAM384,,,628,0,0,12140544,306,workbench-matmul,550,10,1024,63,{'n': 2210}
538324992,True,6,,641920,0,5015,,22,550461440,129,1,9,128,309a2427-d817-46ec-8ffe-e245cf6d6f26,,70,5014,RAM128,,,0,1284,failure,12136448,0,workbench-matmul,70,10,1024,100,{'n': 2710}
538320896,False,11,,26708032,23869,8879,,22,550461440,1067,0,11,3008,35e13456-c149-4e7f-8bd2-6332eb24b3c3,,890,8878,RAM3008,,,8293,0,0,12140544,15576,workbench-matmul,12410,10,1024,35,{'n': 6410}
538324992,True,8,,18432,84,12,,22,550461440,113,0,9,1536,d071ccb1-aaaa-4fcc-93d9-5a70836d424f,,60,11,RAM1536,,,42,1278,0,12136448,42,workbench-matmul,0,10,1024,7,{'n': 210}
538320896,False,10,,198912,67784,74,,21,550461440,254,0,10,2688,6b077f93-160f-49a0-8e40-db6e4807427c,,20,73,RAM2688,,,44603,0,0,12140544,23181,workbench-matmul,90,10,1024,9,{'n': 1010}
538320896,False,10,,29210368,27708,10373,,22,550461440,1097,0,11,2816,d319c146-8ca7-4a0e-887e-47b4cde16e98,,1100,10372,RAM2816,,,16191,0,0,12140544,11517,workbench-matmul,14740,9,1024,38,{'n': 6510}
538320896,False,11,,62305152,28142,23179,,21,550461440,2163,0,11,2688,2d4bbcab-f49b-4dfe-9b95-f41e2900bc59,,1050,23178,RAM2688,,,7887,0,0,12140544,20255,workbench-matmul,30360,10,1024,80,{'n': 8810}
538320896,False,10,,45417600,15676,23655,,21,550461440,1487,0,10,1920,3d6705b0-3ee8-4f9b-a2fe-f60c35a0580e,,740,23654,RAM1920,,,7713,0,0,12140544,7963,workbench-matmul,24350,10,1024,77,{'n': 7710}
538320896,False,11,,70202112,15754,28866,,21,550461440,1955,0,11,2432,3b564c6d-2056-4364-9821-4397c02d7b46,,1570,28865,RAM2432,,,7809,0,0,12140544,7945,workbench-matmul,37620,9,1024,80,{'n': 8910}
538320896,False,11,,62364672,15992,27068,,21,550461440,2121,0,11,2304,56e60fa6-e135-4aa4-bad7-0acad9eef284,2304,860,27067,RAM2304,27068,2121,7959,0,0,12140544,8033,workbench-matmul,30260,10,1024,92,{'n': 8710}
538320896,False,10,,7110656,4030,6944,,21,550461440,613,0,10,1024,b212d240-8b48-4306-9d29-c31844c47c7d,,220,6943,RAM1024,,,718,0,0,12140544,3312,workbench-matmul,3760,10,1024,59,{'n': 4010}
538320896,False,10,,750720,0,255,,21,550461440,329,0,10,2944,a58beb9c-f08e-4aee-9780-fa78737bdc66,,30,254,RAM2944,,,0,0,0,12140544,0,workbench-matmul,370,10,1024,11,{'n': 1810}
538320896,False,10,,71969024,15820,33074,,22,550461440,2121,0,10,2176,409870e9-6b7a-462a-88f3-9b7765874cc1,2176,900,33073,RAM2176,33074,2121,7875,0,0,12140544,7945,workbench-matmul,35190,9,1024,97,{'n': 9310}
538320896,False,9,,186112,15572,1454,,21,550461440,119,0,10,128,7344e652-6fd5-4527-a404-4768923b67d6,,10,1453,RAM128,,,7713,0,0,12140544,7859,workbench-matmul,50,9,1024,92,{'n': 1010}
538320896,False,10,,16706432,4198,5554,,21,550461440,828,0,10,3008,8ef6f925-2ab2-4c42-b75d-1f9f5f27fc98,,540,5553,RAM3008,,,802,0,0,12140544,3396,workbench-matmul,8570,11,1024,27,{'n': 5410}
538320896,False,10,,20009472,15808,22332,,21,550461440,895,0,10,896,22701471-4d75-4247-855b-2c22e1d88f42,,490,22331,RAM896,,,7875,0,0,12140544,7933,workbench-matmul,10760,10,1024,99,{'n': 5810}
538320896,False,10,,2577920,0,1007,,21,550461440,344,0,10,2560,1132ec7a-3561-479a-a173-979810e07c22,,60,1006,RAM2560,,,0,0,0,12140544,0,workbench-matmul,1210,10,1024,13,{'n': 2910}
538320896,False,10,,82432,0,46,,21,550461440,276,0,10,1792,2ac09410-8308-4ff6-bc79-ae0aa45fe6eb,,10,45,RAM1792,,,0,0,0,12140544,0,workbench-matmul,70,10,1024,15,{'n': 910}
538320896,False,10,,2205696,0,1077,,21,550461440,524,0,10,2048,5a3787fc-d5f6-4092-a01b-3959b42ead4e,,70,1076,RAM2048,,,0,0,0,12140544,0,workbench-matmul,1130,10,1024,25,{'n': 2710}
538320896,False,11,,9636480,3732,3585,,21,550461440,876,0,11,2688,9934ca05-1fa4-4b8a-974d-cc444a60a233,,230,3584,RAM2688,,,496,0,0,12140544,3236,workbench-matmul,5030,10,1024,32,{'n': 4510}
538324992,True,8,,60928,84,28,,22,550461440,121,0,9,2176,154e7762-73aa-4653-b357-ba4f6ad5514c,,40,27,RAM2176,,,42,1250,0,12136448,42,workbench-matmul,30,10,1024,5,{'n': 510}
538320896,False,9,,2193408,0,4284,,20,550461440,106,0,9,512,7b76b8e1-1670-4e88-b6fb-1a216ed9e547,,0,4283,RAM512,,,0,0,0,12140544,0,workbench-matmul,0,9,1024,20,{'n': 9710}
538320896,False,3,,3329536,0,26012,,21,550461440,128,0,10,128,585b3c17-6974-4a09-b77b-482a4bd5541c,,80,26011,RAM128,,,0,0,0,12140544,0,workbench-matmul,380,10,1024,100,{'n': 1710}
538324992,False,9,,29184,84,57,,22,550461440,285,0,9,512,1867b0b8-1084-4d1a-b631-57b2315b3ce8,,20,56,RAM512,,,42,0,0,12136448,42,workbench-matmul,0,10,1024,55,{'n': 410}
538324992,False,9,,17664,84,6,,22,550461440,168,0,9,2944,d02730ce-1c47-46b9-99f5-416a597c5df4,,20,5,RAM2944,,,42,0,0,12136448,42,workbench-matmul,10,10,1024,5,{'n': 210}
538320896,False,11,,28835840,4030,11264,,21,550461440,1096,0,11,2560,e6616ca8-000f-460d-b02e-07308f969910,,950,11263,RAM2560,,,718,0,0,12140544,3312,workbench-matmul,15010,10,1024,42,{'n': 6510}
538320896,False,10,,14961408,27442,8349,,22,550461440,745,0,10,1792,8f9803f4-7e4d-4f17-bbdb-0419e6fe9773,,500,8348,RAM1792,,,16017,0,0,12140544,11425,workbench-matmul,7970,10,1024,41,{'n': 5210}
538320896,False,10,,29952,14540,39,,22,550461440,546,0,11,768,5805df76-81d0-45c6-87a4-220111a4dd92,,0,38,RAM768,,,8827,0,0,12140544,5713,workbench-matmul,20,10,1024,71,{'n': 510}
538320896,False,11,,29027200,5547,9650,,21,550461440,1159,0,11,3008,fcb9740a-887e-4d16-8e95-d545b04ee1a7,,560,9649,RAM3008,,,718,0,0,12140544,4829,workbench-matmul,13980,10,1024,38,{'n': 6710}
538320896,False,10,,1751680,5086,595,,21,550461440,260,0,10,2944,5b283dd8-1b94-4205-ad5a-02ab53d0e735,,90,594,RAM2944,,,538,0,0,12140544,4548,workbench-matmul,810,10,1024,8,{'n': 2410}
538320896,False,11,,41763840,15876,21752,,21,550461440,1460,0,11,1920,ad930041-e67e-4325-a0f0-d3ec59825a38,,640,21751,RAM1920,,,7929,0,0,12140544,7947,workbench-matmul,22470,10,1024,76,{'n': 7510}
538320896,False,10,,1489408,15420,2909,,21,550461440,513,1,10,512,ae91a32b-2e8a-4150-a1e6-6040f6109195,,200,2908,RAM512,,,7611,0,failure,12140544,7809,workbench-matmul,440,9,1024,100,{'n': 5910}
538324992,True,8,,23040,0,18,,22,550461440,115,0,9,1280,312373e2-84e8-488c-acc3-b17f8fe817e0,,20,17,RAM1280,,,0,1069,0,12136448,0,workbench-matmul,20,10,1024,8,{'n': 410}
538320896,False,11,,728064,6372,316,,21,550461440,309,0,11,2304,4738059f-47b4-4c56-871d-db21e4ff9fb7,,20,315,RAM2304,,,562,0,0,12140544,5810,workbench-matmul,390,10,1024,13,{'n': 1810}
538320896,False,11,,12288,0,12,,21,550461440,264,0,11,1024,24c61a83-e239-4b8a-abbf-6bf9e8b178c0,,0,11,RAM1024,,,0,0,0,12140544,0,workbench-matmul,10,10,1024,25,{'n': 410}
538324992,True,9,,2220160,84,3469,,22,550461440,273,0,9,640,92777238-faf8-455f-8d1f-48b1f584befa,,170,3468,RAM640,,,42,1270,0,12136448,42,workbench-matmul,1100,10,1024,42,{'n': 2610}
538320896,False,10,,524160,0,315,,21,550461440,275,0,10,1664,13c3937d-53e1-49fd-9267-15d0a8a5767c,,30,314,RAM1664,,,0,0,0,12140544,0,workbench-matmul,280,10,1024,16,{'n': 1610}
538320896,False,10,,18049024,27378,8813,,22,550461440,848,0,10,2048,a9009aff-3784-41ab-bdfe-b68fe3929fef,,780,8812,RAM2048,,,15993,0,0,12140544,11385,workbench-matmul,8410,10,1024,41,{'n': 5610}
538320896,False,10,,301824,496,131,,21,550461440,694,0,10,2304,33d2e8ee-462b-4a63-8ee1-aabb064df0e2,,30,130,RAM2304,,,430,0,0,12140544,66,workbench-matmul,150,10,1024,30,{'n': 1310}
538320896,False,10,,5706240,0,2972,,22,550461440,437,0,10,1920,0de68d0a-0cf4-459e-92f0-d04d2920ce47,,280,2971,RAM1920,,,0,0,0,12140544,0,workbench-matmul,2890,10,1024,22,{'n': 3710}
538320896,False,10,,39885312,15730,13548,,21,550461440,1368,0,10,2944,aa450181-2aae-42c2-88ef-070ef127c85d,,780,13547,RAM2944,,,7767,0,0,12140544,7963,workbench-matmul,21040,10,1024,46,{'n': 7310}
538324992,False,9,,872960,0,620,,22,550461440,199,0,9,1408,37150b48-13ff-4b4b-8797-a018d1547073,,100,619,RAM1408,,,0,0,0,12136448,0,workbench-matmul,360,10,1024,14,{'n': 1910}
538324992,True,8,,32256,0,12,,20,550461440,111,0,9,2688,25e7a2b7-229a-4e85-b1d7-11aa25c0bc2c,,30,11,RAM2688,,,0,1176,0,12136448,0,workbench-matmul,20,10,1024,4,{'n': 10}
538320896,False,10,,45859968,15802,17061,,21,550461440,2250,0,10,2688,3ee4aa4c-9393-4d23-9a74-ddf753865931,,620,17060,RAM2688,,,7899,0,0,12140544,7903,workbench-matmul,24740,9,1024,83,{'n': 7710}
538320896,False,9,,5627904,468,7328,,21,550461440,768,1,9,768,f6491ba4-cb04-49d9-8483-4bfc925e2222,,960,7327,RAM768,,,306,0,failure,12140544,162,workbench-matmul,590,9,1024,100,{'n': 8410}
538320896,False,10,,9659520,3733,5031,,21,550461440,612,0,10,1920,3ea30512-c1d5-4875-9574-2f16a7c6a88c,,380,5030,RAM1920,,,496,0,0,12140544,3237,workbench-matmul,4550,10,1024,31,{'n': 4610}
538320896,False,10,,11943552,3818,4911,,21,550461440,657,0,10,2432,61986590-cee3-4c24-8c87-b7b6f3aa905b,,510,4910,RAM2432,,,538,0,0,12140544,3280,workbench-matmul,6030,10,1024,27,{'n': 4810}
538316800,False,9,,3288320,0,12845,,21,550461440,256,1,10,256,1f6d79af-e866-49ac-b054-137e37440159,,120,12844,RAM256,,,0,0,failure,12144640,0,workbench-matmul,140,9,1024,100,{'n': 4610}
538320896,False,10,,2526848,5078,1039,,21,550461440,303,0,10,2432,1d06701b-91cb-4695-a9af-ce10565c937b,,120,1038,RAM2432,,,562,0,0,12140544,4516,workbench-matmul,1250,10,1024,12,{'n': 2810}
538320896,False,11,,5442816,16060,2238,,21,550461440,751,0,11,2432,f4e33a10-5e4d-4355-88b1-c4ae6b6a3cdb,,160,2237,RAM2432,,,8025,0,0,12140544,8035,workbench-matmul,2820,10,1024,30,{'n': 3710}
538320896,False,10,,3225600,15198,2800,,21,550461440,1152,1,11,1152,5df1bd90-b19c-4c9c-8f45-ded434a076cb,,510,2799,RAM1152,,,7449,0,failure,12140544,7749,workbench-matmul,830,10,1024,100,{'n': 8710}
538320896,False,10,,7073664,15374,4251,,21,550461440,1664,1,10,1664,c8491cae-b5d2-4eae-a275-70223c5b1cdc,,2130,4250,RAM1664,,,7557,0,failure,12140544,7817,workbench-matmul,1030,10,1024,100,{'n': 8910}
538320896,False,10,,81047040,27490,31659,,22,550461440,2120,0,10,2560,a948014f-916a-4205-992c-05bd7392d3f3,,2710,31658,RAM2560,,,15951,0,0,12140544,11539,workbench-matmul,42100,10,1024,82,{'n': 9310}
538320896,False,10,,11712000,4031,9150,,21,550461440,676,0,10,1280,2d7bc543-a3f9-40c5-98c0-c6e8166ebeff,,300,9149,RAM1280,,,718,0,0,12140544,3313,workbench-matmul,6350,10,1024,52,{'n': 4810}
538320896,False,10,,15823872,15948,7272,,22,550461440,1425,0,10,2176,9a7c4226-0120-49a2-8782-dec61b14022a,,330,7271,RAM2176,,,7911,0,0,12140544,8037,workbench-matmul,7550,10,1024,65,{'n': 5510}
538320896,False,10,,2572416,0,20097,,21,550461440,102,0,10,128,6a5149fd-3b1c-4894-8167-0789d9796bb2,,0,20096,RAM128,,,0,0,0,12140544,0,workbench-matmul,0,9,1024,79,{'n': 6310}
538320896,False,10,,931200,0,485,,21,550461440,524,0,10,1920,fceab5a7-0432-4beb-a547-e5f5e5a1d102,,40,484,RAM1920,,,0,0,0,12140544,0,workbench-matmul,440,10,1024,27,{'n': 2010}
538320896,False,10,,69816960,15738,32085,,21,550461440,1963,0,10,2176,f6a9bcc3-9dd8-4a44-b592-7da9b0f511e2,,1560,32084,RAM2176,,,7833,0,0,12140544,7905,workbench-matmul,36750,10,1024,90,{'n': 8910}
538320896,False,11,,27340928,15676,9287,,22,550461440,1833,0,11,2944,fe8e85d6-0abf-417e-ac42-4e543fe173d5,2944,310,9286,RAM2944,9287,1833,7779,0,0,12140544,7897,workbench-matmul,9180,10,1024,62,{'n': 6010}
538320896,False,11,,16336256,15602,5549,,21,550461440,1995,0,11,2944,301d5c69-a582-435e-b7b8-0ae418522b15,,310,5548,RAM2944,,,7665,0,0,12140544,7937,workbench-matmul,8540,10,1024,67,{'n': 5410}
538320896,False,10,,10793216,384,4438,,21,550461440,715,0,10,2432,303bef72-27cc-4514-ba75-8e5ac0ad05bd,,210,4437,RAM2432,,,264,0,0,12140544,120,workbench-matmul,5720,10,1024,29,{'n': 4710}
538324992,True,9,,60109056,84,26089,,22,550461440,1754,0,9,2304,d667cdd3-5f7a-4bc4-8deb-62255ebe4b56,,1970,26088,RAM2304,,,42,1221,0,12136448,42,workbench-matmul,31040,9,1024,76,{'n': 8410}
538320896,False,10,,56402944,15888,23192,,21,550461440,2215,0,10,2432,35291241-4d2f-4cc9-a6af-c6958bd45c46,,1060,23191,RAM2432,,,7875,0,0,12140544,8013,workbench-matmul,30440,10,1024,91,{'n': 8310}
538324992,False,9,,8448,0,3,,22,550461440,141,0,9,2816,ab25bfe6-8db0-4566-a2dc-6ef5f199c0a0,,10,2,RAM2816,,,0,0,0,12136448,0,workbench-matmul,0,10,1024,5,{'n': 110}
538320896,False,10,,3545344,15504,2518,,21,550461440,1408,1,10,1408,899f50f9-c534-4330-a370-d6be10fe4a99,,460,2517,RAM1408,,,7677,0,failure,12140544,7827,workbench-matmul,990,10,1024,100,{'n': 9310}
538320896,False,10,,2348416,3730,2621,,22,550461440,286,0,10,896,41a4f13d-2f06-4456-b30f-3ed63254bc8f,,140,2620,RAM896,,,496,0,0,12140544,3234,workbench-matmul,1170,10,1024,31,{'n': 2710}
538320896,False,10,,4041216,0,1754,,21,550461440,386,0,10,2304,8f8dafe5-38d9-4751-ba8d-6f465e445359,,120,1753,RAM2304,,,0,0,0,12140544,0,workbench-matmul,1870,10,1024,16,{'n': 3410}
538320896,False,10,,29968384,15700,14633,,21,550461440,1495,0,10,2048,cfce6b92-0374-41e3-a896-bb9907dc7a08,,300,14632,RAM2048,,,7803,0,0,12140544,7897,workbench-matmul,16120,10,1024,72,{'n': 6710}
538320896,False,10,,25385216,15826,11666,,21,550461440,1051,0,10,2176,7ce20cbd-8b43-4a7a-ad9e-4b6ff6a5ff37,,690,11665,RAM2176,,,7803,0,0,12140544,8023,workbench-matmul,13230,10,1024,48,{'n': 6310}
538320896,False,11,,768,3405,3,,21,550461440,102,0,11,256,846f5087-cedb-4bd4-be05-f462df409263,,10,2,RAM256,,,162,0,0,12140544,3243,workbench-matmul,0,10,1024,39,{'n': 7510}
538320896,False,11,,24421952,15834,8119,,21,550461440,1675,0,11,3008,e6e66eae-050e-400b-bb61-274369ac9ecf,,450,8118,RAM3008,,,7821,0,0,12140544,8013,workbench-matmul,12840,10,1024,55,{'n': 6210}
538320896,False,10,,7059456,4520,3064,,21,550461440,694,0,10,2304,be1c8714-20f3-4b8c-9b4e-b643983e9cc1,,210,3063,RAM2304,,,1148,0,0,12140544,3372,workbench-matmul,3650,10,1024,30,{'n': 4010}
538320896,False,10,,2315264,27108,2261,,22,550461440,354,0,10,1024,4b8a8f9f-733e-4ef3-993b-c81e202e7069,,110,2260,RAM1024,,,15777,0,0,12140544,11331,workbench-matmul,1030,9,1024,34,{'n': 2710}
538320896,False,10,,23496064,15780,7981,,21,550461440,981,0,10,2944,0dc8328b-dcb4-44f3-aa6d-457487f5b1dc,,650,7980,RAM2944,,,7779,0,0,12140544,8001,workbench-matmul,12130,10,1024,33,{'n': 6110}
